book_delta│book_imbalance│mid_price│timestamp
0.0│-0.7930048077214675│88165500.0│2024-05-01 00:04:37.962188
0.0│-0.7929993509405739│88165500.0│2024-05-01 00:04:38.962189
0.0│-0.7233462037863909│88165500.0│2024-05-01 00:04:39.962189
-1500.0│-0.7125200651887829│88164000.0│2024-05-01 00:04:40.962190
0.0│-0.7125200651887829│88164000.0│2024-05-01 00:04:41.962191
0.0│-0.7235740874607589│88164000.0│2024-05-01 00:04:42.962192
1500.0│-0.6970865089886418│88165500.0│2024-05-01 00:04:43.962193
0.0│-0.7141429574045606│88165500.0│2024-05-01 00:04:44.962193
0.0│-0.6951179804345667│88165500.0│2024-05-01 00:04:45.962193
0.0│-0.6953281249678711│88165500.0│2024-05-01 00:04:46.962193
0.0│-0.6826242336459196│88165500.0│2024-05-01 00:04:47.962194
0.0│-0.6932639457563353│88165500.0│2024-05-01 00:04:48.962195
0.0│-0.683993678860119│88165500.0│2024-05-01 00:04:49.962197
0.0│-0.6817284845159022│88165500.0│2024-05-01 00:04:50.962199
-500.0│-0.7185873347164285│88165000.0│2024-05-01 00:04:51.962199
18500.0│-0.6524727461918809│88183500.0│2024-05-01 00:04:52.962199
0.0│-0.5481401665602893│88183500.0│2024-05-01 00:04:53.962200
3500.0│-0.45295610461331165│88187000.0│2024-05-01 00:04:54.962202
-3500.0│-0.491242752925454│88183500.0│2024-05-01 00:04:55.962203
0.0│-0.46615865734112194│88183500.0│2024-05-01 00:04:56.962204
0.0│-0.4800111285711813│88183500.0│2024-05-01 00:04:57.962205
0.0│-0.4730550022878543│88183500.0│2024-05-01 00:04:58.962206
2500.0│-0.5514815134827469│88186000.0│2024-05-01 00:04:59.962207
0.0│-0.5514815134827469│88186000.0│2024-05-01 00:05:00.962207
0.0│-0.5507999081335585│88186000.0│2024-05-01 00:05:01.962207
0.0│-0.5407032045491258│88186000.0│2024-05-01 00:05:02.962208
0.0│-0.5722419745781216│88186000.0│2024-05-01 00:05:03.962209
